S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
1,1200310502,100172893.0,MEC841KBXX0178039,MEC841KBETP201826,TDRDD26288176,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 09.23.57.000 PM,04-MAY-26 09.25.42.000 AM,04-MAY-26 03.39.07.000 PM,51318112.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,28-APR-26 01.19.28.000 AM,600134309,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 11.24.45.000 AM,,,,,,54232385.0,C40087910013001C00,THUNDERBOLT-DAY,51317640.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
2,1010137634,100172894.0,MEC862HCXX0178040,MEC862HCETP201827,TSRDD26288191,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.59.25.000 AM,04-MAY-26 09.51.28.000 AM,04-MAY-26 04.04.35.000 PM,51318286.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 01.28.23.000 AM,600134396,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,04-MAY-26 07.32.45.000 PM,,,,,,54232747.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318305.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
3,1010137321,100172895.0,MEC897MCXX0178041,MEC897MCETP201828,TSRDD26288240,V400897220U500102,4232R 10X2 6575 E6.1SLC CHS RT HDP AW,4232R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.36.20.000 PM,04-MAY-26 10.03.07.000 AM,04-MAY-26 04.16.07.000 PM,,,,,,600134114,T40072000640001,G131 4228RMC SAE2 Cummins 180 flange,BOOKED,04-MAY-26 07.35.39.000 PM,,,,,,54232736.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318283.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
4,1200310503,100172896.0,MEC841KBXX0178042,MEC841KBETP201829,TDRDD26288201,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.17.52.000 AM,04-MAY-26 10.15.30.000 AM,04-MAY-26 04.25.11.000 PM,51318110.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 01.40.07.000 AM,600134308,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 08.21.37.000 AM,,,,,,54232655.0,C40087910013001C00,THUNDERBOLT-DAY,51318121.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
5,1010137638,100172897.0,MEC862HCXX0178043,MEC862HCETP201830,TSRDD26288241,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.41.48.000 PM,04-MAY-26 10.26.59.000 AM,04-MAY-26 04.37.38.000 PM,51318278.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 01.48.27.000 AM,600134392,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,04-MAY-26 07.41.42.000 PM,,,,,,54231993.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51316995.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
6,1010137635,100172898.0,MEC862HCXX0178044,MEC862HCETP201831,TSRDD26288244,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 02.01.08.000 PM,04-MAY-26 10.44.44.000 AM,04-MAY-26 04.45.40.000 PM,51318284.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 01.56.14.000 AM,600134395,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,STARTED,04-MAY-26 07.57.22.000 PM,,,,,,54232735.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318281.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
7,1010137033,100172899.0,MEC905MCXX0178045,MEC905MCETP201832,TSRDD26288254,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 03.24.28.000 PM,04-MAY-26 11.05.27.000 AM,04-MAY-26 05.03.57.000 PM,,,,,,600133671,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,BOOKED,04-MAY-26 08.05.09.000 PM,,,,,,54232734.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318279.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
8,1200310507,100172900.0,MEC841KBXX0178046,MEC841KBETP201833,TDRDD26288216,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 10.22.00.000 AM,04-MAY-26 11.18.19.000 AM,04-MAY-26 05.15.37.000 PM,51318102.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 02.04.25.000 AM,600134304,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 11.58.28.000 AM,,,,,,54232653.0,C40087910013001C00,THUNDERBOLT-DAY,51318117.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
9,1200310505,100172902.0,MEC841KBXX0178047,MEC841KBETP201834,TDRDD26288250,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 02.45.34.000 PM,04-MAY-26 12.13.18.000 PM,04-MAY-26 09.44.21.000 PM,51318106.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 07.04.11.000 AM,600134306,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,STARTED,04-MAY-26 08.10.36.000 PM,,,,,,54232607.0,C40087910013001C00,THUNDERBOLT-DAY,51318025.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
10,1010137636,100172903.0,MEC862HCXX0178048,MEC862HCETP201835,TSRDD26288256,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 03.37.21.000 PM,04-MAY-26 12.26.30.000 PM,04-MAY-26 10.00.11.000 PM,51318282.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 07.14.01.000 AM,600134394,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,STARTED,04-MAY-26 08.15.16.000 PM,,,,,,54232875.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318539.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
11,1010137535,100172905.0,MEC862FCXX0178050,MEC862FCETP201837,TSRDD26288269,V400862220Z500132,4628T HT 4X2 3600 E6.1 SLC CHS RT HDP AW,4628T,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 06.06.04.000 PM,04-MAY-26 12.45.39.000 PM,04-MAY-26 10.14.53.000 PM,51318480.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,CLOSED,28-APR-26 07.55.46.000 AM,600134495,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,STARTED,04-MAY-26 09.17.49.000 PM,,,,,,54232842.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318491.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
12,1010137624,100172862.0,MEC862HCXX0178052,MEC862HCETP201839,TSRDD26288208,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 09.11.59.000 AM,04-MAY-26 01.04.44.000 PM,04-MAY-26 10.24.38.000 PM,51318306.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 08.30.37.000 PM,600134406,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 02.48.21.000 PM,,,,,,54232743.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318297.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
13,1200310506,100172907.0,MEC841KBXX0178053,MEC841KBETP201840,TDRDD26288284,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 10.53.18.000 PM,04-MAY-26 01.19.37.000 PM,04-MAY-26 10.33.41.000 PM,51318104.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 08.11.24.000 AM,600134305,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,STARTED,04-MAY-26 09.21.03.000 PM,,,,,,54232145.0,C40087910013001C00,THUNDERBOLT-DAY,51317204.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
14,1010136728,100172909.0,MEC909MFXX0178055,MEC909MFETP201842,TMRDD26288255,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 03.31.25.000 PM,04-MAY-26 01.46.58.000 PM,04-MAY-26 10.45.59.000 PM,,,,,,600133311,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,STARTED,04-MAY-26 10.44.06.000 PM,,,,,,54231595.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51316252.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
15,1010137502,100172911.0,MEC841FBXX0178056,MEC841FBETP201843,TDRDD26288258,V400841221O140002,2828C 6X4 4275 E6.1 DYC CHS NT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 03.53.50.000 PM,04-MAY-26 02.14.54.000 PM,04-MAY-26 10.54.18.000 PM,51318531.0,E92695601670001,ENGINE 210KW OBD2 BS6 SAE 2 RMC PTO Rane,BOOKED,28-APR-26 08.30.21.000 AM,600134527,T40072000680001,G131 4228RMC SAE2 180 flange,STARTED,04-MAY-26 10.49.36.000 PM,,,,,,54232868.0,C40087910013001C00,THUNDERBOLT-DAY,51318530.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
16,1200310508,100172913.0,MEC841KBXX0178057,MEC841KBETP201844,TDRDD26288282,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 10.29.17.000 PM,04-MAY-26 02.22.39.000 PM,04-MAY-26 11.04.55.000 PM,51318100.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 08.55.52.000 AM,600134303,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,STARTED,04-MAY-26 10.51.28.000 PM,,,,,,54232642.0,C40087910013001C00,THUNDERBOLT-DAY,51318095.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
17,1010137637,100172908.0,MEC862HCXX0178054,MEC862HCETP201841,TSRDD26288261,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 04.16.27.000 PM,04-MAY-26 01.37.42.000 PM,04-MAY-26 11.16.53.000 PM,51318280.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,28-APR-26 08.18.45.000 AM,600134393,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,STARTED,04-MAY-26 09.25.19.000 PM,,,,,,54233312.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319514.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
18,1010136902,100172915.0,MEC909MFXX0178059,MEC909MFETP201846,TMRDD26288262,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 04.22.08.000 PM,04-MAY-26 02.44.22.000 PM,04-MAY-26 11.27.04.000 PM,,,,,,600133436,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,STARTED,04-MAY-26 10.56.13.000 PM,,,,,,54231714.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51316421.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
19,1010137639,100172916.0,MEC862HCXX0178060,MEC862HCETP201847,TSRDD26288288,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 11.53.41.000 PM,04-MAY-26 03.12.56.000 PM,04-MAY-26 11.40.02.000 PM,51318276.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 09.06.43.000 AM,600134391,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,STARTED,04-MAY-26 11.03.43.000 PM,,,,,,54232725.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318261.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
20,1010137528,100172904.0,MEC987FCXX0178049,MEC987FCETP201836,TSRDD26288171,V400987220O0A0802,4828RT10X46575E6.1SLCCHS11RTHDPRHCGPTOAW,4828RT,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 08.23.47.000 PM,04-MAY-26 12.34.04.000 PM,04-MAY-26 11.49.18.000 PM,51318494.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,CLOSED,28-APR-26 07.33.13.000 AM,600134502,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,STARTED,04-MAY-26 09.02.48.000 PM,,,,,,54232754.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318319.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
21,1010137640,100172918.0,MEC862HCXX0178061,MEC862HCETP201848,TSRDD26288293,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 12.55.39.000 AM,04-MAY-26 03.24.24.000 PM,05-MAY-26 12.01.04.000 AM,51318274.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,28-APR-26 09.32.31.000 AM,600134390,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,STARTED,04-MAY-26 11.07.26.000 PM,,,,,,54232180.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317271.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
22,1010137090,100172919.0,MEC842FBXX0178062,MEC842FBETP201849,TDRDD26288265,V400842221O140102,2828C 6X4 4575 E6.1 DYC CHS RT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 04.52.26.000 PM,04-MAY-26 03.36.45.000 PM,05-MAY-26 12.12.47.000 AM,51316915.0,E92695600960001,Engine 210KW OBD2 BS6 SAE1 RMC PTO,CLOSED,28-APR-26 09.54.12.000 AM,600133629,T40072300040001,G131 4928T  SAE1 Non RSI 180 Flange,STARTED,04-MAY-26 11.11.14.000 PM,,,,,,54232847.0,C40087910013001C00,THUNDERBOLT-DAY,51318498.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
23,1010137529,100172921.0,MEC987FCXX0178064,MEC987FCETP201851,TSRDD26288268,V400987220O0A0802,4828RT10X46575E6.1SLCCHS11RTHDPRHCGPTOAW,4828RT,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 06.03.31.000 PM,04-MAY-26 04.08.54.000 PM,05-MAY-26 12.37.27.000 AM,51318492.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,BOOKED,28-APR-26 10.44.11.000 AM,600134501,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RELEASED,,,,,,,54233471.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319290.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
24,1010137950,100172922.0,MEC862HCXX0178065,MEC862HCETP201852,TSRDD26288273,V400862220X5U0C12,4032T HT4X23600E6.1SLCCHSAMTTTAPM HDP AW,4032T,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 07.10.53.000 PM,04-MAY-26 04.16.16.000 PM,05-MAY-26 12.48.36.000 AM,51319289.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 11.08.24.000 AM,80001194978,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,BOOKED,04-MAY-26 11.49.20.000 AM,,,,,,54232730.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318271.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
25,1200310450,100172923.0,MEC842FBXX0178066,MEC842FBETP201853,TDRDD26288290,V400842231O0FL103,2828C 6X4 4575 E6.1 DYC 18BXHY RGRTHDPYW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 12.08.40.000 AM,04-MAY-26 04.21.37.000 PM,05-MAY-26 12.49.36.000 AM,51317952.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,CLOSED,28-APR-26 11.34.11.000 AM,600134245,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RELEASED,,,,,,,54232606.0,C40087910013001C00,THUNDERBOLT-DAY,51318023.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
26,1010137537,100172924.0,MEC862FCXX0178067,MEC862FCETP201854,TSRDD26288275,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.23.27.000 PM,04-MAY-26 05.26.32.000 PM,05-MAY-26 12.57.57.000 AM,51318476.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,CLOSED,28-APR-26 12.48.25.000 PM,600134493,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,RELEASED,,,,,,,54233310.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319286.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
27,1010137641,100172925.0,MEC862HCXX0178068,MEC862HCETP201855,TSRDD26288278,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.50.53.000 PM,04-MAY-26 05.31.19.000 PM,05-MAY-26 01.09.55.000 AM,51318272.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 01.20.42.000 PM,600134389,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232728.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318267.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
28,1200310509,100172926.0,MEC841KBXX0178069,MEC841KBETP201856,TDRDD26288243,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.51.43.000 PM,04-MAY-26 05.37.26.000 PM,05-MAY-26 01.17.12.000 AM,51318098.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,28-APR-26 01.36.14.000 PM,600134302,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RELEASED,,,,,,,54232647.0,C40087910013001C00,THUNDERBOLT-DAY,51318105.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
29,1010137951,100172927.0,MEC862HCXX0178070,MEC862HCETP201857,TSRDD26288272,V400862220X5U0C12,4032T HT4X23600E6.1SLCCHSAMTTTAPM HDP AW,4032T,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,WIP,$$$$$$$$$$$$$$$,28-APR-26 06.57.30.000 PM,04-MAY-26 05.55.27.000 PM,05-MAY-26 01.26.53.000 AM,51319287.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 03.11.48.000 PM,80001194977,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,BOOKED,04-MAY-26 11.50.40.000 AM,,,,,,54232834.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318475.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
30,1010137642,100172929.0,MEC862HCXX0178071,MEC862HCETP201858,TSRDD26288248,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Retrieved,Retrieved,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 02.31.41.000 PM,04-MAY-26 06.02.44.000 PM,05-MAY-26 01.41.10.000 AM,51318270.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,28-APR-26 03.22.15.000 PM,600134388,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232836.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318479.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
31,1010137643,100172930.0,MEC862HCXX0178072,MEC862HCETP201859,TSRDD26288298,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Retrieval Trigger Received,FG,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 07.04.32.000 AM,04-MAY-26 06.16.27.000 PM,05-MAY-26 01.55.11.000 AM,51318268.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,28-APR-26 03.41.39.000 PM,600134387,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232722.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318255.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
32,1010137161,100172931.0,MEC905MCXX0178073,MEC905MCETP201860,TSRDD26288299,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,FG,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 07.13.55.000 AM,04-MAY-26 08.40.42.000 PM,05-MAY-26 02.12.56.000 AM,,,,,,600133822,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RELEASED,,,,,,,54232179.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317270.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
33,1200310545,100172906.0,MEC954HBXX0178051,MEC954HBETP201838,TDRDD26288251,V400954231N4VG203,3532CM8X45175E6.1DYC19.5SCHDAMTRGMTHDPYW,3532CM,HWC,Domestic,TRIM LINE,,,1.0,2026-05-05,7:10 AM,,STARTED,,FG,FG,⚠️ SHORTAGE,COVERED,$$$$$$$$$$$$$$$,28-APR-26 02.51.49.000 PM,04-MAY-26 12.56.03.000 PM,,51318026.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,CLOSED,28-APR-26 08.00.33.000 AM,80001194974,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,CLOSED,30-APR-26 08.01.22.000 PM,,,,,,54232646.0,C40087910013001C00,THUNDERBOLT-DAY,51318103.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
