S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
500,1010138027,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,46.0,2026-05-11,3:24 PM,98.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319418.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135006,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233415.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319417.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
501,1200310945,,,,,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,TENTATIVE ORDER,,,47.0,2026-05-11,3:34 PM,99.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320122.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,,,600135409,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,,,,,,,,54233415.0,BUS,BUS,51319417.0,BUS,BUS,1010138281.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,RECEIVED,,,,,
502,1200310802,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,48.0,2026-05-11,3:44 PM,100.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319344.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600134969,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233378.0,C40087910013001C00,THUNDERBOLT-DAY,51319343.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
503,1010138028,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,49.0,2026-05-11,3:54 PM,101.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319416.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135005,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233414.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319415.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
504,1010138503,,,,,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,50.0,2026-05-11,4:04 PM,102.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135599,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233744.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51321031.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
505,1010137975,,,,,V400816222T230102,2826R 6X2 6375E6.1 CSC CHS RT HDP HCG AW,2826R,LWC,Domestic,TENTATIVE ORDER,,,51.0,2026-05-11,4:14 PM,103.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135056,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,RECEIVED,,,,,,,54233465.0,C40087910013001C00,THUNDERBOLT-DAY,51319504.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
506,1010138009,,,,,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,TENTATIVE ORDER,,,52.0,2026-05-11,4:24 PM,104.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135023,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233432.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319449.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
507,1200310792,,,,,V400841231W0F9203,2826C 6X4 4275 E6.1DYC 16BXHY RGMT HDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,53.0,2026-05-11,4:34 PM,105.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319364.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600134979,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233388.0,C40087910013001C00,THUNDERBOLT-DAY,51319363.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
508,1010137727,,,,,L400807121UB103A2,1832R LH 4X2 6000 E6 DYC CHS TT AC AW,1832R,LWC,Export,TENTATIVE ORDER,,,54.0,2026-05-11,4:45 PM,106.0,RECEIVED,,Rapid Prime,,,,Mexico,,,,51320101.0,E92695601590001,Engine 320HP BS6 SAE 1 LHD CS,RECEIVED,,600135387,T40072300380001,G131 SAE1 LHD 320HP NPTO DANA CF180,RECEIVED,,,,,,,54233734.0,C40087910121001C00,THUNDERBOLT-DAY-LHD,51320100.0,C40087910121001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
509,1010138071,,,,,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,TENTATIVE ORDER,,,55.0,2026-05-11,4:55 PM,107.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319686.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,RECEIVED,,600135138,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,RECEIVED,,,,,,,54233544.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319685.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
510,1010137878,,,,,V400881220X000102,5532T HT 6X4 3975 E6.1 SLC CHS RT HDPAW,5532T,HWC,Domestic,TENTATIVE ORDER,,,56.0,2026-05-11,5:05 PM,1.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319240.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600134925,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233283.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319239.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
511,1200310842,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,57.0,2026-05-11,5:15 PM,2.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319600.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135092,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233498.0,C40087910013001C00,THUNDERBOLT-DAY,51319599.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
512,1010138029,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,58.0,2026-05-11,5:25 PM,3.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319414.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135004,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233413.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319413.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
513,1200310946,,,,,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,TENTATIVE ORDER,,,59.0,2026-05-11,5:35 PM,4.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320121.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,,,600135408,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,,,,,,,,54233413.0,BUS,BUS,51319413.0,BUS,BUS,1010138280.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,RECEIVED,,,,,
514,1200310843,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,60.0,2026-05-11,5:45 PM,5.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319598.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135091,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233497.0,C40087910013001C00,THUNDERBOLT-DAY,51319597.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
515,1010137997,,,,,V400909220U530102,4832R 10X2 6575E6.1 SLCCHSRT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,61.0,2026-05-11,5:55 PM,6.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135035,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233444.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319468.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
516,1010138085,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,62.0,2026-05-11,6:05 PM,7.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319666.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135125,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233531.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319665.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
517,1010137976,,,,,V400816220T230102,2826R 6X2 6375E6.1 SLC CHS RT HDP HCG AW,2826R,LWC,Domestic,TENTATIVE ORDER,,,63.0,2026-05-11,6:15 PM,8.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135055,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,RECEIVED,,,,,,,54233464.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319503.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
518,1200310844,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,64.0,2026-05-11,6:25 PM,9.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319596.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135090,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233496.0,C40087910013001C00,THUNDERBOLT-DAY,51319595.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
519,1010138086,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,65.0,2026-05-11,6:42 PM,10.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319664.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135124,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233530.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319663.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
520,1010137996,,,,,V400908220U500102,4232R 10X2 6775 E6.1 SLC CHS RT HDP AW,4232R,HWC,Domestic,TENTATIVE ORDER,,,66.0,2026-05-11,6:52 PM,11.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135036,T40072000640001,G131 4228RMC SAE2 Cummins 180 flange,RECEIVED,,,,,,,54233445.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319469.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
521,1200310845,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,67.0,2026-05-11,7:02 PM,12.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319594.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135089,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233495.0,C40087910013001C00,THUNDERBOLT-DAY,51319593.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
522,1010137879,,,,,V400881220X000102,5532T HT 6X4 3975 E6.1 SLC CHS RT HDPAW,5532T,HWC,Domestic,TENTATIVE ORDER,,,68.0,2026-05-11,7:12 PM,13.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319238.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600134924,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233282.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319237.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
523,1010137974,,,,,V400812220T270102,2826R 6X2 5175E6.1 SLCCHS RTHDP HCGHGPAW,2826R,LWC,Domestic,TENTATIVE ORDER,,,69.0,2026-05-11,7:22 PM,14.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135057,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,RECEIVED,,,,,,,54233466.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319505.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
524,1200310947,,,,,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,TENTATIVE ORDER,,,70.0,2026-05-11,7:32 PM,15.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320120.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,,,600135407,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,,,,,,,,54233466.0,BUS,BUS,51319505.0,BUS,BUS,1010138279.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,RECEIVED,,,,,
525,1200310846,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,71.0,2026-05-11,7:42 PM,16.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319592.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135088,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233494.0,C40087910013001C00,THUNDERBOLT-DAY,51319591.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
526,1010138087,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,72.0,2026-05-11,7:52 PM,17.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319662.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135123,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233529.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319661.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
527,1010138074,,,,,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,TENTATIVE ORDER,,,73.0,2026-05-11,8:02 PM,18.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135135,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233541.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319680.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
528,1200310847,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,74.0,2026-05-11,8:12 PM,19.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319590.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135087,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233493.0,C40087910013001C00,THUNDERBOLT-DAY,51319589.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
529,1010138010,,,,,V400905220U570C02,4832R10X26975E6.1SLCCHSTTAPMHDPRHCGHGPAW,4832R,HWC,Domestic,TENTATIVE ORDER,,,75.0,2026-05-11,8:22 PM,20.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135022,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233431.0,C4008790001A001C00,THUNDERBOLT-SLEEPER,51319448.0,C4008790001A001P02,CABIN HDT TB FL SLC INDIA PAINTED AW,,,,,,,,,
530,1010138088,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,76.0,2026-05-11,9:02 PM,21.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319660.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135122,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233528.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319659.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
531,1200310782,,,,,V400841231O3F7203,2828CH 6X4 4275E6.1 DYC16SCHD RGMTHDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,77.0,2026-05-11,9:12 PM,22.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319384.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600134989,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233398.0,C40087910013001C00,THUNDERBOLT-DAY,51319383.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
532,1010137880,,,,,V400881220X000102,5532T HT 6X4 3975 E6.1 SLC CHS RT HDPAW,5532T,HWC,Domestic,TENTATIVE ORDER,,,78.0,2026-05-11,9:22 PM,23.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319236.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600134923,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233281.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319235.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
533,1010137761,,,,,V400841221W000003,2826C 6X4 4275 E6.1 DYC CHS NT HDP YW,2826C,LWC,Domestic,TENTATIVE ORDER,,,79.0,2026-05-11,9:32 PM,24.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51318886.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600134735,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233106.0,C40087910013001C00,THUNDERBOLT-DAY,51318885.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
534,1010138089,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,80.0,2026-05-11,9:42 PM,25.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319658.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135121,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233527.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319657.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
535,1010137977,,,,,V400812220T200102,2826R 6X2 5175 E6.1 SLC CHS RT HDP AW,2826R,LWC,Domestic,TENTATIVE ORDER,,,81.0,2026-05-11,9:52 PM,26.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135054,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,RECEIVED,,,,,,,54233463.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319502.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
536,1200310948,,,,,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,TENTATIVE ORDER,,,82.0,2026-05-11,10:02 PM,27.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320119.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,,,600135406,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,,,,,,,,54233463.0,BUS,BUS,51319502.0,BUS,BUS,1010138278.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,RECEIVED,,,,,
537,1200310813,,,,,V400841231O3F2203,2828CH 6X4 4275 E6.1DYC16BXHD RGMTHDPYW,2828C,LWC,Domestic,TENTATIVE ORDER,,,83.0,2026-05-11,10:12 PM,28.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319322.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600134958,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233367.0,C40087910013001C00,THUNDERBOLT-DAY,51319321.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
538,1010137994,,,,,V400826220T270102,3526R 8X2 6375E6.1 SLC CHS RTHDPHCGHGPAW,3526R,HWC,Domestic,TENTATIVE ORDER,,,84.0,2026-05-11,10:22 PM,29.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135038,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,RECEIVED,,,,,,,54233447.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319471.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
539,1010138090,,,,,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,TENTATIVE ORDER,,,85.0,2026-05-11,10:32 PM,30.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319656.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135120,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233526.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319655.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
540,1200310818,,,,,V400831231V2F1103,1926C4X2 3600E6.1DYC 10.5BXHDRG RTHDP YW,1926C,LWC,Domestic,TENTATIVE ORDER,,,86.0,2026-05-11,10:42 PM,31.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319312.0,E92695601260001,Engine 191KW OBD2 BS6 SAE-2,RECEIVED,,600134953,T40071800120001,G85 1926C SAE2 NGR S Peened Sliding PTO,RECEIVED,,,,,,,54233362.0,C40087910013001C00,THUNDERBOLT-DAY,51319311.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
541,1200311064,,,,,V400854231O0FA103,3528C8X4 5175E6.1DYC 23BXHY RG RT HDP YW,3528C,HWC,Domestic,TENTATIVE ORDER,,,87.0,2026-05-11,10:52 PM,32.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320322.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,RECEIVED,,600135485,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233843.0,C40087910013001C00,THUNDERBOLT-DAY,51320321.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
542,1010137723,,,,,F4002121201180382,2528R LH 6X2 4500 SLC CHS TT AC HCG AW,2528R,LWC,Export,TENTATIVE ORDER,,,88.0,2026-05-11,11:02 PM,33.0,RECEIVED,,,,,,Guatemala,,,,51320109.0,E40095100600001,2528R BS3 SAE-2 CS LHD ,RECEIVED,,600135391,T40072000100001,G131 2528R LHD SAE2,RECEIVED,,,,,,,54233738.0,C40087900123001C00,THUNDERBOLT-SLEEPER-LHD,51320108.0,C40087900123001P02,CABIN HDT EXPORT-SLC LHD-TB/FL -PAINT AW,,,,,,,,,
543,1200310666,,,,,V400831231V2F1003,1926C 4X2 3600E6.1DYC 10.5BXHDRG NTHDPYW,1926C,LWC,Domestic,TENTATIVE ORDER,,,89.0,2026-05-11,11:12 PM,34.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51318591.0,E92695601260001,Engine 191KW OBD2 BS6 SAE-2,RECEIVED,,600134257,T40071800120001,G85 1926C SAE2 NGR S Peened Sliding PTO,RECEIVED,,,,,,,54232927.0,C40087910013001C00,THUNDERBOLT-DAY,51317990.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
544,1010137982,,,,,V400881220X000102,5532T HT 6X4 3975 E6.1 SLC CHS RT HDPAW,5532T,HWC,Domestic,TENTATIVE ORDER,,,90.0,2026-05-11,11:22 PM,35.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319495.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,RECEIVED,,600135050,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RECEIVED,,,,,,,54233459.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319494.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
545,1010137722,,,,,F4002041211B10382,1828R LH 4X2 5100 DYC CHS TT AC AW,1828R,LWC,Export,TENTATIVE ORDER,,,91.0,2026-05-11,11:32 PM,36.0,RECEIVED,,,,,,Guatemala,,,,51320131.0,E40095100600001,2528R BS3 SAE-2 CS LHD ,RECEIVED,,600135392,T40072000100001,G131 2528R LHD SAE2,RECEIVED,,,,,,,54233739.0,C40087910123001C00,THUNDERBOLT-DAY-LHD,51320110.0,C40087910123001P02,CABIN HDT EXPORT-DAY LHD-TB/FL- PAINT AW,,,,,,,,,
